provider_id,hospital_name,address1,city,state,zip_code,county_name,phone_number,ed2,ed1,left_before_being_seen,op18,door_to_diagnostic_eval,median_time_to_pain_med,head_ct_results,address0,latitude,longitude
10038,STRINGFELLOW MEMORIAL HOSPITAL,301 EAST 18TH ST,ANNISTON,AL,36201,CALHOUN,2562358900,77,208,1,97,22,64,Not Available,"301 West 18th Street, Anniston, AL 36201, USA",33.6676744,-85.8342036
10039,HUNTSVILLE HOSPITAL,101 SIVLEY RD,HUNTSVILLE,AL,35801,MADISON,2562651000,106,332,4,179,60,71,Not Available,"Huntsville Hospital, 101 Sivley Road Southwest, Huntsville, AL 35801, USA",34.7200669,-86.58107799999999
10040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,AL,35903,ETOWAH,2564944000,115,352,2,184,49,78,Not Available,"1007 Goodyear Avenue, Gadsden, AL 35903, USA",34.0094108,-85.9707768
10044,MARION REGIONAL MEDICAL CENTER,1256 MILITARY STREET SOUTH,HAMILTON,AL,35570,MARION,2059216200,29,173,1,110,27,47,Not Available,"1256 Military Street South, Hamilton, AL 35570, USA",34.126815,-87.99045699999999
10045,FAYETTE MEDICAL CENTER,1653 TEMPLE AVENUE NORTH,FAYETTE,AL,35555,FAYETTE,2059325966,67,200,5,114,21,74,Not Available,"Fayette Medical Center, 1653 Temple Avenue North, Fayette, AL 35555, USA",33.7079016,-87.8245793
10046,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,AL,35901,ETOWAH,2565435200,106,294,2,159,31,90,Not Available,"Riverview Regional Medical Center, 600 South 3rd Street, Gadsden, AL 35901, USA",34.0042649,-86.003393
10047,GEORGIANA MEDICAL CENTER,515 N MIRANDA AVENUE,GEORGIANA,AL,36033,BUTLER,3343762205,40,140,0,80,35,60,Not Available,"515 Miranda Avenue, Georgiana, AL 36033, USA",31.6437007,-86.7427434
10049,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,ENTERPRISE,AL,36330,COFFEE,3343470584,61,213,4,142,31,70,55,"Medical Center Enterprise, 400 North Edwards Street, Enterprise, AL 36330, USA",31.3185651,-85.8547014
10050,ST VINCENTS BLOUNT,150 GILBREATH DRIVE,ONEONTA,AL,35121,BLOUNT,2052743000,58,245,3,106,27,65,12,"St. Vincent's Blount, 150 Gilbreath Drive, Oneonta, AL 35121, USA",33.9297143,-86.49407389999999
10051,GREENE COUNTY HOSPITAL,509 WILSON AVENUE,EUTAW,AL,35462,GREENE,2053723388,0,162,1,137,49,Not Available,Not Available,"Greene County Hospital, 509 Wilson Avenue, Eutaw, AL 35462, USA",32.8432719,-87.8902583
10052,LAKE MARTIN COMMUNITY HOSPITAL,201 MARIARDEN ROAD,DADEVILLE,AL,36853,TALLAPOOSA,2568257821,32,200,0,103,28,Not Available,Not Available,"201 Mariarden Road, Dadeville, AL 36853, USA",32.8200178,-85.74159879999999
10054,PARKWAY MEDICAL CENTER,1874 BELTLINE RD SW,DECATUR,AL,35601,MORGAN,2563502211,78,242,4,140,37,81,Not Available,"Parkway Medical Center, 1874 Beltline Road, Decatur, AL 35601, USA",34.5770533,-87.0158814
10055,FLOWERS HOSPITAL,4370 WEST MAIN STREET,DOTHAN,AL,36305,HOUSTON,3347935000,110,268,5,184,45,70,Not Available,"Flowers Hospital, 4370 West Main Street, Dothan, AL 36305, USA",31.2376749,-85.45625230000002
10056,ST VINCENT'S BIRMINGHAM,810 ST VINCENT'S DRIVE,BIRMINGHAM,AL,35205,JEFFERSON,2059397000,107,292,2,179,41,82,Not Available,"St. Vincent's Birmingham, 810 Saint Vincents Drive, Birmingham, AL 35205, USA",33.5082503,-86.7887609
10058,BIBB MEDICAL CENTER,208 PIERSON AVE,CENTREVILLE,AL,35042,BIBB,2059264881,35,169,0,84,16,69,Not Available,"Bibb Medical Center Emergency, Pierson Avenue, Centreville, AL 35042, USA",32.9510786,-87.1484318
10059,LAWRENCE MEDICAL CENTER,202 HOSPITAL STREET,MOULTON,AL,35650,LAWRENCE,2569742200,48,191,2,95,23,49,Not Available,"Lawrence Medical Center, 202 Hospital Street, Moulton, AL 35650, USA",34.4831673,-87.2853011
10061,HIGHLANDS MEDICAL CENTER,380 WOODS COVE ROAD,SCOTTSBORO,AL,35768,JACKSON,2562594444,75,280,3,134,41,74,20,"Highlands Medical Center, 380 Woods Cove Road, Scottsboro, AL 35768, USA",34.6616621,-86.0465638
10062,WIREGRASS MEDICAL CENTER,1200 W MAPLE AVENUE,GENEVA,AL,36340,GENEVA,3346843655,50,160,2,112,37,56,Not Available,"1200 West Maple Avenue, Geneva, AL 36340, USA",31.0482465,-85.8899898
10065,RUSSELL HOSPITAL,3316 HIGHWAY 280,ALEXANDER CITY,AL,35010,TALLAPOOSA,2563297100,104,274,1,113,18,74,Not Available,"Alexander City, AL, USA",32.944012,-85.9538532
10066,FLORALA MEMORIAL HOSPITAL,24273 FIFTH AVENUE,FLORALA,AL,36442,COVINGTON,3348583287,0,170,0,80,19,Not Available,Not Available,"5th Avenue, Florala, AL 36442, USA",31.0020376,-86.32102069999999
10069,MEDICAL CENTER BARBOUR,820 W WASHINGTON ST,EUFAULA,AL,36027,BARBOUR,3346887271,39,181,1,97,22,44,50,"Medical Center Barbour, 820 West Washington Street, Eufaula, AL 36027, USA",31.889053,-85.15603809999999
10073,CLAY COUNTY HOSPITAL,83825 HIGHWAY 9    P O BOX 1270,ASHLAND,AL,36251,CLAY,2563542131,52,220,3,114,28,66,Not Available,"Ashland, AL 36251, USA",33.2737256,-85.83607409999999
10078,NORTHEAST ALABAMA REGIONAL MED CENTER,400 EAST 10TH STREET,ANNISTON,AL,36207,CALHOUN,2562355121,61,220,3,150,57,95,41,"Northeast Alabama Regional Medical Center, 400 East 10th Street, Anniston, AL 36207, USA",33.6563953,-85.8228352
10079,ATHENS-LIMESTONE HOSPITAL,700 WEST MARKET STREET,ATHENS,AL,35611,LIMESTONE,2562339292,70,266,3,146,48,72,46,"Athens Limestone Hospital, 700 Market Street West, Athens, AL 35611, USA",34.8040076,-86.9783629
10083,SOUTH BALDWIN REGIONAL MEDICAL CENTER,1613 NORTH MCKENZIE STREET,FOLEY,AL,36535,BALDWIN,2519493400,103,276,5,144,36,60,91,"South Baldwin Regional Medical Center, 1613 N McKenzie St, Foley, AL 36535, USA",30.425455,-87.68349169999999
10085,DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,1201 7TH STREET SE,DECATUR,AL,35601,MORGAN,2563412000,74,277,4,148,45,85,26,"1201 7th Street Southeast, Decatur, AL 35601, USA",34.5905141,-86.9724775
10086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,AL,35594,MARION,2054877736,50,211,4,120,29,69,Not Available,"Northwest Medical Center, 1530 U.S. 43, Winfield, AL 35594, USA",33.930433,-87.8245793
10087,UNIV OF SOUTH ALABAMA MEDICAL CENTER,2451 FILLINGIM STREET,MOBILE,AL,36617,MOBILE,2514717110,226,470,10,268,66,106,Not Available,"University of South Alabama Medical Center, 2451 Fillingim Street, Mobile, AL 36617, USA",30.706229,-88.099086
10089,WALKER BAPTIST MEDICAL CENTER,3400 HIGHWAY 78 EAST,JASPER,AL,35502,WALKER,2053874000,85,270,2,146,26,57,Not Available,"Walker Baptist Medical Center, 3400 U.S. 78, Jasper, AL 35501, USA",33.842617,-87.23612299999999
10090,PROVIDENCE HOSPITAL,6801 AIRPORT BOULEVARD,MOBILE,AL,36608,MOBILE,2516331000,75,260,5,233,76,77,Not Available,"Providence Hospital, 6801 Airport Boulevard, Mobile, AL 36608, USA",30.68199,-88.19897019999999
10091,GROVE HILL MEMORIAL HOSPITAL,295 JACKSON HWY S,GROVE HILL,AL,36451,CLARKE,2512753191,45,193,0,125,26,48,Not Available,"Florida 295, Pensacola, FL, USA",30.4161484,-87.2757322
10092,D C H REGIONAL MEDICAL CENTER,809 UNIVERSITY BOULEVARD EAST,TUSCALOOSA,AL,35401,TUSCALOOSA,2057597111,84,282,4,164,38,69,Not Available,"DCH Regional Medical Center, 809 University Boulevard East, Tuscaloosa, AL 35401, USA",33.2042804,-87.5273734
10095,HALE COUNTY HOSPITAL,508 GREEN STREET,GREENSBORO,AL,36744,HALE,3346243024,37,196,2,119,32,108,Not Available,"Hale County Hospital, 508 Green St, Greensboro, AL 36744, USA",32.6953783,-87.58684799999999
10097,ELMORE COMMUNITY HOSPITAL,500 HOSPITAL DRIVE,WETUMPKA,AL,36092,ELMORE,3345674311,60,214,3,100,32,53,Not Available,"Elmore Community Hospital, 500 Hospital Drive, Wetumpka, AL 36092, USA",32.5518731,-86.18613479999999
10099,D W MCMILLAN MEMORIAL HOSPITAL,1301 BELLEVILLE AVENUE,BREWTON,AL,36426,ESCAMBIA,2518678061,60,174,2,95,28,70,Not Available,"1301 Belleville Avenue, Brewton, AL 36426, USA",31.1259381,-87.0717591
10100,THOMAS HOSPITAL,750 MORPHY AVENUE,FAIRHOPE,AL,36532,BALDWIN,2519282375,115,324,2,165,40,72,0,"Thomas Hospital, 750 Morphy Avenue, Fairhope, AL 36532, USA",30.5191564,-87.88841819999999
10101,CITIZENS BAPTIST MEDICAL CENTER,604 STONE AVENUE,TALLADEGA,AL,35161,TALLADEGA,2567614542,47,198,1,144,28,62,Not Available,"Citizens Baptist Medical Center, 604 Stone Avenue, Talladega, AL 35160, USA",33.4403319,-86.0902287
10102,J PAUL JONES HOSPITAL,317 MCWILLIAMS AVENUE,CAMDEN,AL,36726,WILCOX,3346824131,0,170,0,115,32,Not Available,Not Available,"317 Mcwilliams Avenue, Camden, AL 36726, USA",31.9986763,-87.2994899
10103,BAPTIST MEDICAL CENTER-PRINCETON,701 PRINCETON AVENUE SOUTHWEST,BIRMINGHAM,AL,35211,JEFFERSON,2057833800,110,297,3,165,38,96,Not Available,"Princeton Baptist Medical Center, 701 Princeton Avenue Southwest, Birmingham, AL 35211, USA",33.498573,-86.845996
10104,TRINITY MEDICAL CENTER,800 MONTCLAIR RD,BIRMINGHAM,AL,35213,JEFFERSON,2055921000,61,180,1,110,19,48,Not Available,"Trinity Medical Center, 800 Montclair Road, Birmingham, AL 35213, USA",33.5141986,-86.74858619999999
10108,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,PRATTVILLE,AL,36067,AUTAUGA,3343614267,274,488,4,179,52,77,18,"Prattville Baptist Hospital, 124 South Memorial Drive, Prattville, AL 36067, USA",32.463778,-86.451938
10109,PICKENS COUNTY MEDICAL CENTER,241 ROBERT K WILSON,CARROLLTON,AL,35447,PICKENS,2053678111,65,222,1,129,42,70,Not Available,"Pickens County Medical Center, 241 Robert K Wilson Dr, Carrollton, AL 35447, USA",33.2746887,-88.0879389
10110,BULLOCK COUNTY HOSPITAL,102 WEST CONECUH AVENUE,UNION SPRINGS,AL,36089,BULLOCK,3347382140,87,202,0,114,53,Not Available,Not Available,"102 West Conecuh Avenue, Union Springs, AL 36089, USA",32.1433448,-85.71468109999999
10112,BRYAN W WHITFIELD MEM HOSP INC,105 HIGHWAY 80 EAST,DEMOPOLIS,AL,36732,MARENGO,3342894000,35,190,2,118,38,Not Available,Not Available,"105 U.S. 80, Demopolis, AL 36732, USA",32.5035544,-87.8364273
10113,MOBILE INFIRMARY,5 MOBILE INFIRMARY CIRCLE,MOBILE,AL,36652,MOBILE,2514354700,131,353,6,242,61,90,Not Available,"Mobile Infirmary Medical Center, 5 Mobile Infirmary Circle, Mobile, AL 36607, USA",30.696973,-88.080811
10114,MEDICAL WEST AN AFFILIATE OF UAB HEALTH SYSTEM,995 9TH AVENUE SOUTHWEST,BESSEMER,AL,35021,JEFFERSON,2054817000,49,207,1,113,25,60,Not Available,"995 9th Avenue Southwest, Bessemer, AL 35022, USA",33.3731475,-86.9916645
10118,VAUGHAN REG MED CENTER PARKWAY CAMPUS,1015 MEDICAL CENTER PARKWAY,SELMA,AL,36701,DALLAS,3344184100,75,245,3,125,27,74,Not Available,"1015 Medical Center Parkway, Selma, AL 36701, USA",32.4295,-87.0559
10120,MONROE COUNTY HOSPITAL,2016 SOUTH ALABAMA AVENUE BOX 886,MONROEVILLE,AL,36460,MONROE,2515753111,50,215,3,113,26,60,Not Available,"Monroeville, AL 36460, USA",31.5279399,-87.32470769999999
10125,LAKELAND COMMUNITY HOSPITAL,42024 HIGHWAY 195 E     POST OFFICE BOX 780,HALEYVILLE,AL,35565,WINSTON,2054857117,73,175,1,77,17,34,Not Available,"Haleyville, AL 35565, USA",34.226488,-87.6214133
10126,TROY REGIONAL MEDICAL CENTER,1330 HIGHWAY 231 SOUTH,TROY,AL,36081,PIKE,3346705000,74,198,2,91,25,32,Not Available,"Troy Regional Medical Center, 1330 U.S. 231, Troy, AL 36079, USA",31.7807658,-85.9455502
10128,JACKSON MEDICAL CENTER,220 HOSPITAL DRIVE,JACKSON,AL,36545,CLARKE,2512469021,40,195,3,115,40,55,Not Available,"Jackson Medical Center, 220 Hospital Drive, Jackson, AL 36545, USA",31.5313857,-87.8951318
10129,NORTH BALDWIN INFIRMARY,1815 HAND AVENUE,BAY MINETTE,AL,36507,BALDWIN,2519375521,75,250,3,134,36,72,Not Available,"North Baldwin Infirmary, 1815 Hand Avenue, Bay Minette, AL 36507, USA",30.9039094,-87.7850425
10130,ST VINCENT'S ST CLAIR,7063 VETERANS PARKWAY,PELL CITY,AL,35125,SAINT CLAIR,2053383301,64,248,2,130,35,76,Not Available,"St Vincent's St Clair Hospital, 7063 Veterans Parkway, Pell City, AL 35125, USA",33.6042827,-86.3018101
10131,CRESTWOOD MEDICAL CENTER,ONE HOSPITAL DR SE,HUNTSVILLE,AL,35801,MADISON,2568823100,71,226,2,128,47,82,Not Available,"Crestwood Medical Center, 1 Hospital Drive Southwest, Huntsville, AL 35801, USA",34.692792,-86.571787
10138,HILL HOSPITAL OF SUMTER COUNTY,751 DERBY DRIVE,YORK,AL,36925,SUMTER,2053925263,45,179,1,125,42,Not Available,Not Available,"751 Derby Drive, York, AL 36925, USA",32.4917056,-88.29601989999999
10139,BROOKWOOD MEDICAL CENTER,2010 BROOKWOOD MEDICAL CENTER DRIVE,BIRMINGHAM,AL,35209,JEFFERSON,2058771000,112,298,2,194,49,95,Not Available,"Brookwood Medical Center, 2010 Brookwood Medical Center Drive, Birmingham, AL 35209, USA",33.463473,-86.776685
10144,SPRINGHILL MEDICAL CENTER,3719 DAUPHIN STREET,MOBILE,AL,36608,MOBILE,2513449630,87,223,5,142,47,58,Not Available,"Springhill Medical Center, 3719 Dauphin Street, Mobile, AL 36608, USA",30.684065,-88.131669
10146,JACKSONVILLE MEDICAL CENTER,1701 SOUTH PELHAM ROAD,JACKSONVILLE,AL,36265,CALHOUN,2567824538,86,259,2,115,22,63,Not Available,"Jacksonville Medical Center, 1701 Pelham Road South, Jacksonville, AL 36265, USA",33.7849276,-85.7636124
10148,EVERGREEN MEDICAL CENTER,101 CRESTVIEW AVENUE,EVERGREEN,AL,36401,CONECUH,2515782480,60,195,1,127,43,87,Not Available,"Evergreen Medical Center, 101 Crestview Avenue, Evergreen, AL 36401, USA",31.4310309,-86.940815
10149,BAPTIST MEDICAL CENTER EAST,400 TAYLOR ROAD,MONTGOMERY,AL,36117,MONTGOMERY,3342448330,160,390,2,211,56,87,11,"Baptist Health, 400 Taylor Road North, Montgomery, AL 36117, USA",32.3769053,-86.1758117
10150,L V STABLER MEMORIAL HOSPITAL,29 L V STABLER DRIVE,GREENVILLE,AL,36037,BUTLER,3343822200,65,226,3,111,27,84,Not Available,"L.V. Stabler Memorial Hospital, 29 L V Stabler Drive, Greenville, AL 36037, USA",31.8288838,-86.6454308
10157,SHOALS HOSPITAL,201 WEST AVALON AVENUE,MUSCLE SHOALS,AL,35661,COLBERT,2563861601,51,234,4,155,41,75,Not Available,"Shoals Hospital, 201 West Avalon Avenue, Muscle Shoals, AL 35661, USA",34.745058,-87.675574
10158,RUSSELLVILLE HOSPITAL,15155 HIGHWAY 43,RUSSELLVILLE,AL,35653,FRANKLIN,2563321611,64,224,2,103,24,46,Not Available,"Russellville Hospital, 15155 Highway 43, Russellville, AL 35653, USA",34.5110375,-87.7182157
10164,COOSA VALLEY MEDICAL CENTER,315 W HICKORY ST,SYLACAUGA,AL,35150,TALLADEGA,2562495000,69,196,0,85,17,44,73,"Coosa Valley HomeCare, 315 West Hickory Street, Sylacauga, AL 35150, USA",33.165474,-86.2538019
10168,JACK HUGHSTON MEMORIAL HOSPITAL,4401 RIVER CHASE DRIVE,PHENIX CITY,AL,36867,RUSSELL,3347323000,77,286,3,116,34,69,Not Available,"Jack Hughston Memorial Hospital, 4401 River Chase Drive, Phenix City, AL 36867, USA",32.5081667,-85.00872729999999
10169,ATMORE COMMUNITY HOSPITAL,401 MEDICAL PARK DRIVE,ATMORE,AL,36502,ESCAMBIA,2513682500,63,204,3,115,35,68,Not Available,"Atmore Community Hospital, 401 Medical Park Drive, Atmore, AL 36502, USA",31.0165227,-87.47865949999999
11300,WASHINGTON COUNTY HOSPITAL,14600 ST. STEPHENS AVENUE,CHATOM,AL,36518,WASHINGTON,2518472223,33,175,1,106,20,50,0,"Washington County Hospital, 14600 Saint Stephens Avenue, Chatom, AL 36518, USA",31.4589181,-88.23529429999999
11302,RED BAY HOSPITAL,211 HOSPITAL ROAD,RED BAY,AL,35582,FRANKLIN,2563569532,Not Available,Not Available,1,Not Available,Not Available,Not Available,Not Available,"211 Hospital Road, Red Bay, AL 35582, USA",34.4575212,-88.1477316
11304,CHOCTAW GENERAL HOSPITAL,401 VANITY FAIR LANE PO BOX 618,BUTLER,AL,36904,CHOCTAW,2054599100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Butler, AL, USA",32.0895908,-88.2219652
13301,UNIV OF S AL CHILDREN'S & WOMEN'S HOS,1700 CENTER STREET,MOBILE,AL,36604,MOBILE,2514151000,Not Available,Not Available,,,,,,"1700 Center Street, Mobile, AL 36604, USA",30.6976,-88.07793099999999
20001,PROVIDENCE ALASKA MEDICAL CENTER,BOX 196604,ANCHORAGE,AK,99519,ANCHORAGE,9072613675,192,367,2,148,39,75,Not Available,"Anchorage, AK 99519, USA",70.26404389999999,-148.3809553
20006,MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,PALMER,AK,99645,MATANUSKA SUSITNA,9077468600,96,242,2,135,28,50,Not Available,"Mat-Su Regional Medical Center, 2500 South Woodworth Loop, Palmer, AK 99645, USA",61.5625303,-149.2584678
20008,BARTLETT REGIONAL HOSPITAL,3260 HOSPITAL DR,JUNEAU,AK,99801,JUNEAU,9077968900,102,295,0,139,28,61,Not Available,"Bartlett Regional Hospital, Tongass National Forest, 3260 Hospital Drive, Juneau, AK 99801, USA",58.3288806,-134.4650641
20012,FAIRBANKS MEMORIAL HOSPITAL,1650 COWLES STREET,FAIRBANKS,AK,99701,FAIRBANKS NORTH STAR,9074528181,114,254,1,118,15,48,Not Available,"Fairbanks Memorial Hospital, 1650 Cowles Street, Fairbanks, AK 99701, USA",64.8313008,-147.739798
20017,ALASKA REGIONAL HOSPITAL,2801 DEBARR ROAD,ANCHORAGE,AK,99508,ANCHORAGE,9072761131,97,247,1,108,21,52,Not Available,"Alaska Regional Hospital, 2801 DeBarr Rd, Anchorage, AK 99508, USA",61.21065199999999,-149.827852
20018,YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,BETHEL,AK,99559,BETHEL,9075436300,105,364,,,,,,"Yukon-Kuskokwim Delta Regional Hospital, 900 Chief Eddie Hoffman Highway, Bethel, AK 99559, USA",60.78805190000001,-161.7848908
20024,CENTRAL PENINSULA GENERAL HOSPITAL,250 HOSPITAL PLACE,SOLDOTNA,AK,99669,KENAI PENINSULA,9072624404,92,281,0,130,26,41,Not Available,"Central Peninsula Hospital, 250 Hospital Place, Soldotna, AK 99669, USA",60.49315939999999,-151.0780842
20026,ALASKA NATIVE MEDICAL CENTER,4315 DIPLOMACY DR,ANCHORAGE,AK,99508,ANCHORAGE,9075632662,106,347,6,168,60,72,Not Available,"Alaska Native Medical Center Hospital, 4315 Diplomacy Drive, Anchorage, AK 99508, USA",61.1826828,-149.7989715
20027,MT EDGECUMBE HOSPITAL,222 TONGASS DR,SITKA,AK,99835,SITKA,9079662411,20,145,,,,,,"Searhc/Mt Edgecumbe Hospital, Tongass National Forest, 222 Tongass Airport Road, Sitka, AK 99835, USA",57.0522157,-135.3558405
21301,PROVIDENCE VALDEZ MEDICAL CENTER,PO BOX 550,VALDEZ,AK,99686,VALDEZ CORDOVA,9078352249,Not Available,Not Available,,,,,,"Valdez, AK, USA",61.13083330000001,-146.3483333
21302,PROVIDENCE SEWARD HOSPITAL,417 FIRST AVENUE PO BOX 365,SEWARD,AK,99664,KENAI PENINSULA,9072245205,Not Available,Not Available,,,,,,"Kenai Peninsula, United States",59.87852219999999,-150.3952272
21303,SITKA COMMUNITY HOSPITAL,209 MOLLER DRIVE,SITKA,AK,99835,SITKA,9077473241,Not Available,Not Available,,,,,,"Sitka Community Hospital, Tongass National Forest, 209 Moller Avenue, Sitka, AK 99835, USA",57.05935479999999,-135.3459896
21304,PETERSBURG MEDICAL CENTER, PO BOX 589,PETERSBURG,AK,99833,,9077724291,Not Available,Not Available,,,,,,"Petersburg Medical Center, Tongass National Forest, 103 Fram Street, Petersburg, AK 99833, USA",56.8128936,-132.9553055
21305,WRANGELL MEDICAL CENTER,310 BENNETT STREET PO BOX 1081,WRANGELL,AK,99929,,9078747000,Not Available,Not Available,,,,,,"Wrangell Medical Center, Tongass National Forest, 310 Bennett Street, Wrangell, AK 99929, USA",56.4717481,-132.3756408
21306,PROVIDENCE KODIAK ISLAND MEDICAL CTR,1915 EAST REZANOF DRIVE,KODIAK,AK,99615,KODIAK ISLAND,9074869592,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"Providence Kodiak Island Medical Center, 1915 East Rezanof Drive, Kodiak, AK 99615, USA",57.80075369999999,-152.375638
